slug,name,playtime,released,tba,rating,rating_top,ratings_count,reviews_text_count,added,suggestions_count,updated,game_id,reviews_count,genres
prostate-clicker-a-touch-of-love,Prostate Clicker: A Touch of Love,0,2025-07-13,False,0.0,0,0,0,0,0,2025-07-14T12:32:47,1006706,0,"['Casual', 'Indie', 'Simulation']"
cinemalandvr,CinemaLandVR,0,2025-07-13,False,0.0,0,0,0,0,0,2025-07-14T12:43:38,1006715,0,"['Casual', 'Indie', 'Simulation']"
dirty-piano-lessons,Dirty Piano Lessons 🍓,0,2025-07-12,False,0.0,0,0,0,0,0,2025-07-14T11:56:00,1006684,0,"['Casual', 'Indie', 'Adventure', 'Action']"
crop-crusaders,Crop Crusaders,0,2025-07-12,False,0.0,0,0,0,0,0,2025-07-14T12:12:43,1006694,0,"['Indie', 'Adventure', 'Action']"
epimythos-the-forgotten-legends,Epimythos: The Forgotten Legends,0,2025-07-12,False,0.0,0,0,0,0,0,2025-07-14T12:14:19,1006695,0,"['Casual', 'Indie']"
skincrawler-ranch,SkinCrawler Ranch,0,2025-07-12,False,0.0,0,0,0,0,0,2025-07-14T12:10:43,1006693,0,['Action']
musical-meteors,Musical Meteors,0,2025-07-12,False,0.0,0,0,0,0,0,2025-07-14T12:02:42,1006688,0,"['Casual', 'Indie', 'Action']"
sandspeed-camel-racing,SANDSPEED: CAMEL RACING,0,2025-07-05,False,0.0,0,0,0,0,0,2025-07-07T10:18:18,1006308,0,"['Casual', 'Racing', 'Action']"
inside-the-crows-nest,Inside the Crow´s Nest,0,2025-07-05,False,0.0,0,0,0,0,0,2025-07-07T10:21:20,1006310,0,"['Indie', 'Adventure']"
dionysus,Dionysus,0,2025-07-05,False,0.0,0,0,0,0,0,2025-07-07T10:24:33,1006313,0,"['Casual', 'Adventure', 'Action']"
hold-me-still,Hold Me Still,0,2025-07-06,False,0.0,0,0,0,0,0,2025-07-07T10:22:22,1006311,0,"['Casual', 'Indie']"
friend-of-a-slime,Friend of a Slime,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T09:15:19,1006281,0,"['Indie', 'Adventure', 'Action', 'RPG']"
fever-meme,Fever Meme,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T09:55:15,1006292,0,"['Casual', 'Indie', 'Adventure', 'Action']"
strange-labyrinth,Strange Labyrinth,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T09:46:34,1006286,0,"['Adventure', 'Action', 'Casual', 'Strategy', 'Indie']"
arachnoid,Arachnoid,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T09:44:15,1006284,0,"['Indie', 'Adventure', 'Action']"
red-vanilla-2,Red Vanilla 2,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:53:21,1006265,0,"['Casual', 'Strategy', 'Indie', 'Action']"
vampirates-2,Vampirates,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:51:00,1006263,0,"['Indie', 'Action']"
zekertune,Zekertune,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:52:18,1006264,0,['Casual']
star-clicker-odyssey,Star Clicker Odyssey,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T09:12:59,1006279,0,"['Casual', 'Strategy', 'Indie', 'Simulation']"
dark-investigation-experiment,Dark Investigation: Experiment,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:47:56,1006261,0,"['Casual', 'Indie', 'Adventure']"
a-pig-game-a-pee-wee-premiere,a pig game: A Pee Wee Premiere,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:56:16,1006267,0,"['Casual', 'Indie', 'Adventure']"
motamo,Motamo,0,2025-07-05,False,0.0,0,0,0,0,0,2025-07-07T10:14:02,1006305,0,"['Casual', 'Indie']"
monster-mage-maze,Monster Mage Maze,0,2025-07-06,False,0.0,0,0,0,0,0,2025-07-07T10:08:32,1006301,0,"['Casual', 'Strategy', 'Indie', 'RPG']"
static-boy,Static Boy,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:35:28,1006252,0,"['Adventure', 'Action']"
seacret-1,SeaCret 1,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T10:12:51,1006824,0,"['Adventure', 'Action', 'Strategy', 'Simulation', 'Indie']"
krvvr,KrvVR,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T11:35:51,1006888,0,"['Indie', 'Action', 'Sports']"
gat-rat,GAT RAT,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T11:33:09,1006886,0,['Action']
mycroft-holmes-simulator-2,Mycroft Holmes Simulator,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T10:08:00,1006820,0,"['Casual', 'Adventure']"
sunfluffs,Sunfluffs,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T09:58:15,1006814,0,"['Indie', 'Adventure']"
touching-the-female-swordsman,Touching the Female Swordsman,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T10:33:37,1006840,0,['Simulation']
waking-dreams-2,Waking Dreams,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T10:28:37,1006836,0,"['Indie', 'Adventure', 'Action']"
area-zero,Area Zero,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T11:04:54,1006865,0,"['Casual', 'Indie', 'Action']"
quichottes-never-ending-watch-a-lofi-companion,Quichotte’s Never-Ending Watch - A Lofi Companion,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T11:10:23,1006869,0,['Casual']
seconds-till-destruction,Seconds Till Destruction,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T09:54:38,1006811,0,"['Indie', 'Action']"
qu-zone,Qu Zone,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T10:02:39,1006817,0,['Strategy']
dominated-by-yandere-goth-girlfriend-3-on-the-beac,Dominated by Yandere Goth Girlfriend 3: On the Beach,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T11:48:38,1006899,0,"['Indie', 'Simulation']"
dr-voss-escape-room,Dr Voss’ Escape Room,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T09:00:53,1006770,0,"['Indie', 'Strategy', 'Adventure']"
idle-life-an-idle-game,Idle Life - An Idle Game,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T08:58:07,1006768,0,"['Casual', 'Strategy', 'Indie']"
wonders-of-the-deep,Wonders of the Deep,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T09:09:12,1006777,0,"['Indie', 'Adventure', 'Simulation']"
loophole-2,Loophole,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T08:45:59,1006758,0,['Indie']
karim-and-the-60-thieves,Karim and the 60 Thieves,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T09:28:14,1006790,0,"['Indie', 'Action']"
blacksmith-ignite-the-forge,Blacksmith: Ignite the Forge,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T09:29:59,1006791,0,"['Casual', 'Indie', 'Simulation']"
wild-west-prototype,Wild West: Prototype,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T08:40:24,1006753,0,['Indie']
qian-jun-zong-heng-zhuan-fu-ban,千军纵横-专服版,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T08:32:35,1006746,0,"['Massively Multiplayer', 'Adventure', 'Action', 'RPG']"
hentai-cafe,Hentai Cafe,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T09:12:25,1006780,0,"['Casual', 'Indie']"
battle-babes-3,Battle Babes 3,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T12:03:12,1006910,0,"['Action', 'RPG', 'Casual', 'Strategy', 'Simulation', 'Sports', 'Indie']"
frostys-cold-hard-produce,Frosty's Cold Hard Produce!,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T13:06:19,1006961,0,"['Indie', 'Adventure', 'RPG']"
horizon-valley,Horizon Valley,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:08:34,1006963,0,"['Adventure', 'Action']"
camp-keepalive-endless-summer,Camp Keepalive: Endless Summer,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T09:40:00,1006799,0,['Strategy']
rewrite-harvest-festa,Rewrite Harvest festa!,0,2025-07-14,False,0.0,0,0,0,0,0,2025-07-18T10:04:34,1006818,0,"['Casual', 'RPG']"
divergence-beyond-the-singularity-part-2,Divergence: Beyond the Singularity (Part 2),0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T10:39:26,1006844,0,"['Indie', 'Strategy', 'Adventure', 'RPG']"
bearzerk,Bearzerk,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T10:49:51,1006853,0,"['Casual', 'Action']"
ghost-town-2025,Ghost Town (2025),0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T10:47:06,1006851,0,['Adventure']
crypt-keeper-2,Crypt Keeper,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T10:44:01,1006848,0,"['Strategy', 'Indie', 'Action']"
blindsimulator,BlindSimulator,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T11:56:35,1006906,0,"['Casual', 'Indie', 'Simulation']"
meow-path-2,Meow Path 2,0,2025-07-15,False,0.0,0,0,0,0,0,2025-07-18T11:51:05,1006901,0,['Strategy']
resist-mutants,Resist Mutants,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T12:13:20,1006918,0,"['Adventure', 'Action', 'RPG', 'Casual', 'Simulation', 'Indie']"
ant-simulator-2,Ant Simulator,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T12:56:40,1006953,0,"['Casual', 'Indie', 'Simulation']"
voxel-eras,Voxel Eras,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T12:58:51,1006955,0,"['Casual', 'Indie', 'Simulation']"
medievaly-battle-simulator,Medievaly: Battle Simulator,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T12:38:44,1006938,0,"['Indie', 'Adventure', 'Action', 'Simulation']"
hunterxhunter-nenximpact,HUNTER×HUNTER NEN×IMPACT,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T13:11:10,1006965,0,['Action']
uberich-advent-sinners,Uberich: Advent Sinners,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T13:19:03,1006971,0,"['Adventure', 'RPG', 'Casual', 'Simulation', 'Indie']"
train-molester-big-titty-undercover-agent-hot-and-,Train Molester Big-Titty Undercover Agent ~Hot and Sexy Prey~,0,2025-07-16,False,0.0,0,0,0,0,0,2025-07-18T13:15:24,1006968,0,"['Casual', 'Simulation']"
witch-way-2,Witch Way,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:43:00,1006989,0,"['Strategy', 'Indie']"
cards-of-fortune,Cards of Fortune,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:30:29,1006981,0,"['Adventure', 'Action', 'RPG', 'Strategy', 'Indie']"
summoners-automata,Summoner's Automata,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:38:00,1006985,0,"['Adventure', 'Action', 'Casual', 'Strategy', 'Sports', 'Indie']"
sea-of-dreams-survivors,Sea of Dreams Survivors,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:54:00,1006998,0,"['Casual', 'Indie', 'Action', 'RPG']"
lo-fi-golf,Lo-Fi Golf,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:54:58,1006999,0,"['Casual', 'Indie', 'Simulation', 'Sports']"
warp-commander,Warp Commander,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:56:00,1007000,0,['Action']
pain-n-dave-the-maze-of-malice,Pain 'n Dave: The Maze of Malice,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T14:28:18,1007027,0,"['Indie', 'Action']"
ragdoll-boxing-multiplayer,Ragdoll Boxing Multiplayer,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:57:15,1007001,0,"['Indie', 'Action', 'Sports']"
verse-vr,Verse VR,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T14:04:27,1007007,0,"['Casual', 'Indie']"
dark-neighbors,Dark Neighbors,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T14:39:58,1007032,0,"['Racing', 'Action']"
beat-em-up-collection-qubyte-classics,Beat 'Em Up Collection (QUByte Classics),0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T14:27:10,1007026,0,"['Casual', 'Adventure', 'Action']"
pass-2,PASS,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T13:47:05,1006993,0,"['Casual', 'Indie']"
moonminers,MoonMiners,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-18T14:22:34,1007022,0,"['Adventure', 'Action', 'RPG', 'Simulation']"
forbidden-offering,Forbidden Offering,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-21T08:06:57,1007069,0,['Action']
radiusblood-crypta,RADIUSBLOOD Crypta,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-21T08:13:30,1007074,0,"['Indie', 'Action']"
zombie-survivor-3,Zombie Survivor,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-21T08:14:28,1007075,0,"['Indie', 'Action']"
san-guo-qun-ying-lu,三国.群英录,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-21T08:15:34,1007076,0,"['Strategy', 'RPG', 'Simulation']"
dungeon-weiqi,Dungeon Weiqi,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-21T08:21:47,1007081,0,"['Strategy', 'Indie']"
village-of-origins,Village of Origins,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-21T08:27:00,1007085,0,"['Adventure', 'Action', 'RPG', 'Casual', 'Indie']"
shipwrecked-a-quick-automation,Shipwrecked: A Quick Automation,0,2025-07-17,False,0.0,0,0,0,0,0,2025-07-21T08:25:32,1007084,0,"['Casual', 'Indie', 'Adventure']"
101-cats-hidden-in-osaka,101 Cats Hidden in Osaka,0,2025-07-18,False,0.0,0,0,0,0,0,2025-07-21T09:09:14,1007113,0,"['Casual', 'Indie']"
the-codfather,The CodFather,0,2025-07-18,False,0.0,0,0,0,0,0,2025-07-21T08:50:39,1007102,0,"['Casual', 'Indie', 'Action', 'RPG']"
blast-radius-2025,Blast Radius (2025),0,2025-07-18,False,0.0,0,0,0,0,0,2025-07-21T08:40:55,1007095,0,"['Casual', 'Indie', 'Adventure', 'Sports']"
my-company,My Company,0,2025-07-18,False,0.0,0,0,0,0,0,2025-07-21T08:53:00,1007104,0,"['Casual', 'Strategy', 'Simulation']"
creeps-halls-of-insanity,Creeps: Halls of Insanity,0,2025-07-18,False,0.0,0,0,0,0,0,2025-07-21T10:01:00,1007151,0,"['Adventure', 'Action', 'RPG', 'Casual', 'Simulation', 'Indie']"
life-of-a-dispatch-english-teacher-in-japan,Life of a Dispatch English Teacher in Japan,0,2025-07-18,False,0.0,0,0,0,0,0,2025-07-21T10:09:12,1007154,0,"['Casual', 'Indie', 'Simulation']"
emergency-crew-4-call-of-the-ancestors,Emergency Crew 4: Call of the Ancestors,0,2025-07-18,False,0.0,0,0,0,0,0,2025-07-21T10:36:49,1007176,0,"['Casual', 'Indie', 'Strategy', 'Adventure']"
warriors-dilemma-yong-zhe-nan-ti,Warrior's Dilemma 勇者难题,0,2025-07-18,False,0.0,0,0,0,0,0,2025-07-21T09:39:08,1007135,0,"['Casual', 'Strategy', 'Indie', 'RPG']"
fantasex-chronicles,Fantasex Chronicles,0,2025-07-18,False,0.0,0,0,0,0,307,2025-07-21T09:36:37,1007133,0,"['Casual', 'Indie', 'Simulation']"
sam-0,SAM 0,0,2025-07-19,False,0.0,0,0,0,0,0,2025-07-21T10:45:41,1007184,0,"['Strategy', 'Indie']"
panzer-kliker-mk-i-yanks,Panzer Kliker mk I Yanks,0,2025-07-19,False,0.0,0,0,0,0,0,2025-07-21T10:49:26,1007186,0,"['Casual', 'Strategy']"
lunatix,Lunatix,0,2025-07-20,False,0.0,0,0,0,0,0,2025-07-21T10:42:36,1007181,0,['Indie']
sex-game-naughty-girls-episode-1,Sex Game - Naughty Girls - Episode 1,0,2025-07-20,False,0.0,0,0,0,0,0,2025-07-21T11:02:28,1007197,0,"['Casual', 'Adventure', 'Simulation']"
lumber-valley,Lumber Valley,0,2025-07-19,False,0.0,0,0,0,0,0,2025-07-21T10:53:43,1007190,0,['Casual']
marble-drop-2,Marble Drop,0,2025-07-19,False,0.0,0,0,0,0,0,2025-07-21T10:55:54,1007192,0,['Indie']
undesired-catch,Undesired Catch,0,2025-06-15,False,0.0,0,0,0,0,0,2025-06-16T06:51:46,1004963,0,"['Indie', 'Adventure', 'RPG']"
grasshopper-collection,Grasshopper Collection,0,2025-06-15,False,0.0,0,0,0,0,0,2025-06-16T06:56:05,1004967,0,"['Casual', 'Indie', 'Simulation']"
ruaruaru,Ruarua.ru,0,2025-06-12,False,0.0,0,0,0,0,0,2025-06-16T05:01:57,1004887,0,"['Casual', 'Massively Multiplayer']"
zai-shang-yi-ceng,再上一层,0,2025-06-12,False,0.0,0,0,0,0,0,2025-06-16T04:54:19,1004881,0,"['Indie', 'Adventure', 'RPG']"
loot-line,Loot Line,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T04:51:54,1004879,0,"['Casual', 'Indie', 'Adventure', 'RPG']"
die-respawn-repeat,Die. Respawn. Repeat.,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T05:27:55,1004906,0,['Action']
super-paparazzi,Super Paparazzi,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T05:41:34,1004913,0,"['Indie', 'Action']"
shattered-bride,Shattered Bride,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T05:55:37,1004924,0,"['Casual', 'Indie', 'Adventure']"
shou-ji-shi-dai-mobile-era,手机时代 Mobile era,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T06:23:39,1004946,0,"['Casual', 'Strategy', 'Indie', 'Simulation']"
balloon-party-3,Balloon Party,0,2025-06-14,False,0.0,0,0,0,0,0,2025-06-16T06:24:40,1004947,0,"['Indie', 'Simulation']"
fart-drop-dx,FART DROP DX,0,2025-06-14,False,0.0,0,0,0,0,0,2025-06-16T06:35:51,1004956,0,"['Casual', 'Simulation']"
dominated-by-the-sadistic-nerd-next-door,Dominated by: The Sadistic Nerd Next Door,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T04:46:40,1004876,0,"['Indie', 'Simulation']"
dreamtopia-2,Dreamtopia,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T05:07:08,1004891,0,"['Indie', 'Adventure', 'RPG']"
mr-photographer-into-the-light,Mr. Photographer - Into The Light,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T05:14:17,1004896,0,"['Strategy', 'Adventure', 'Action']"
curtain-call-chronicles-of-heroes,Curtain Call: Chronicles of Heroes,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T05:23:05,1004902,0,"['Casual', 'Strategy', 'Indie', 'Simulation']"
bass-harrier,Bass Harrier,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T06:07:41,1004932,0,"['Casual', 'Indie', 'Action']"
exterminium,EXTERMINIUM,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T06:14:34,1004938,0,"['Adventure', 'Action', 'Simulation', 'Indie', 'Massively Multiplayer']"
cube-foundry,Cube Foundry,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T06:15:28,1004939,0,"['Casual', 'Indie']"
dice-battles-magnum-opus,Dice Battles Magnum Opus,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T06:12:30,1004936,0,"['Indie', 'Action']"
mr-meat,Mr. Meat,0,2025-06-13,False,0.0,0,0,0,0,0,2025-06-16T06:09:21,1004933,0,['Indie']
10s-forever-2,10S FOREVER,0,2025-06-18,False,0.0,0,0,0,0,0,2025-06-20T07:32:41,1005192,0,"['Indie', 'Action', 'Sports']"
anime-girls-fantasy-desire-uncensored,Anime Girls Fantasy Desire [UNCENSORED],0,2025-06-18,False,0.0,0,0,0,0,0,2025-06-20T08:43:57,1005246,0,"['Adventure', 'Action', 'RPG']"
vr-hentai-mma,VR Hentai MMA,0,2025-06-18,False,0.0,0,0,0,0,0,2025-06-20T08:29:56,1005238,0,"['Action', 'Sports']"
paranormal-tape-karak,Paranormal Tape: KARAK,0,2025-06-18,False,0.0,0,0,0,0,0,2025-06-20T08:35:32,1005241,0,['Indie']
beneath-the-bleeding-moon,Beneath the Bleeding Moon,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T07:47:56,1005203,0,['Indie']
deal-with-the-devil-chapter-2-from-tuonela-to-hell,Deal With The Devil Chapter: 2 - From Tuonela to Hell,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T07:53:11,1005207,0,['Adventure']
dream-night,Dream Night,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T07:58:10,1005212,0,"['Indie', 'Adventure']"
card-shop-simulator-multiplayer,Card Shop Simulator Multiplayer,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T08:12:10,1005223,0,"['Casual', 'Strategy', 'Simulation']"
the-colony-new-haven-chronicles,The Colony: New Haven Chronicles,0,2025-06-18,False,0.0,0,0,0,0,0,2025-06-20T09:13:46,1005271,0,"['Indie', 'Adventure', 'Action', 'RPG']"
asphodelium,Asphodelium,0,2025-06-18,False,0.0,0,0,0,0,0,2025-06-20T09:22:57,1005278,0,"['Casual', 'Indie', 'Simulation']"
battle-train-2,Battle Train,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T04:17:23,1005040,0,"['Strategy', 'Indie']"
replicomica,Replicomica,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T04:40:05,1005056,0,"['Indie', 'Adventure']"
gone-fishing-3,GONE Fishing,0,2025-06-15,False,0.0,0,0,0,0,0,2025-06-20T04:30:45,1005051,0,"['Indie', 'Adventure', 'Action']"
gastrocity-a-restaurant-tycoon-game,GastroCity: A Restaurant Tycoon Game,0,2025-06-15,False,0.0,0,0,0,0,0,2025-06-20T04:39:04,1005055,0,"['Strategy', 'Simulation']"
blitzkrieg-express,Blitzkrieg Express,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T06:22:00,1005135,0,"['Casual', 'Strategy', 'Indie', 'Action']"
banpos-bridge-wondrous-worlds,Banpo's Bridge Wondrous Worlds,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T06:06:42,1005122,0,"['Casual', 'Indie']"
atomic-exile,Atomic Exile,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T05:27:34,1005095,0,"['Indie', 'Adventure', 'Action', 'RPG']"
relaxing-fishing,Relaxing Fishing,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T05:24:54,1005093,0,"['Casual', 'Indie', 'Simulation']"
mangos-fisharium,Mango's Fisharium,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T05:18:33,1005088,0,"['Casual', 'Strategy', 'Indie', 'Simulation']"
snackroach,Snackroach,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T06:31:07,1005143,0,"['Casual', 'Indie']"
easy-bubbles,Easy Bubbles,0,2025-06-18,False,0.0,0,0,0,0,0,2025-06-20T06:39:13,1005147,0,"['Casual', 'Indie', 'Simulation']"
super-rising-ball,Super Rising Ball,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T06:33:15,1005145,0,"['Casual', 'Indie']"
anaria,Anaria,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T03:45:49,1005015,0,"['Indie', 'Adventure', 'Action']"
sea-of-trials,Sea of Trials,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T04:13:56,1005037,0,"['Casual', 'Indie', 'Adventure']"
the-forgotten-mine,The Forgotten Mine,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T04:25:26,1005047,0,"['Casual', 'Indie']"
palette-cleanser,Palette Cleanser,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T07:19:47,1005181,0,"['Casual', 'Indie', 'Adventure', 'Action']"
nova-hearts,Nova Hearts,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T03:57:24,1005024,0,"['Strategy', 'Indie', 'RPG']"
lootimals,Lootimals,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T04:49:35,1005063,0,['Casual']
spearfishing-simulator,Spearfishing Simulator,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T04:57:16,1005070,0,"['Adventure', 'Casual', 'Simulation', 'Sports', 'Indie']"
bunny-ball-2,Bunny Ball,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T04:53:33,1005067,0,"['Casual', 'Indie']"
potionworm,Potionworm,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T06:54:41,1005161,0,"['Casual', 'Indie', 'Adventure', 'Action']"
rebirth-i-became-the-emperor-of-america-by-creatin,Rebirth: I Became the Emperor of America by Creating TokTik,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T03:35:32,1005006,0,"['Indie', 'Adventure', 'RPG']"
computer-dungeon,Computer dungeon,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T04:00:06,1005026,0,"['Casual', 'Strategy', 'Indie']"
devils-liminal-2,DEVIL'S LIMINAL,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T03:41:26,1005011,0,"['Casual', 'Indie', 'Adventure', 'Simulation']"
failfactory,FailFactory,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T05:10:09,1005081,0,"['Racing', 'Adventure', 'Action', 'Casual', 'Indie']"
elf-world-adventure-8,Elf World Adventure 8,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T05:05:10,1005077,0,"['Casual', 'Indie']"
nightmare-frontier,Nightmare Frontier,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T05:30:08,1005096,0,"['Strategy', 'Indie']"
punchball-2,PUNCHBALL,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T05:38:18,1005100,0,"['Racing', 'Indie', 'Action']"
hexcavator,Hexcavator,0,2025-06-16,False,0.0,0,0,0,0,0,2025-06-20T05:45:34,1005106,0,"['Casual', 'Strategy']"
pre-odyssey-love-at-first-quack,Pre-Odyssey: Love at First Quack,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T06:45:56,1005153,0,"['Indie', 'Adventure']"
mitosis-og,Mitos.is: OG,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T06:49:11,1005156,0,"['Casual', 'Indie', 'Simulation']"
treasure-forest-clicker,Treasure forest Clicker,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T06:51:23,1005158,0,['Casual']
blood-sins,Blood Sins,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T06:47:04,1005154,0,"['Indie', 'Adventure', 'RPG']"
goal3,GOAL3,0,2025-06-17,False,0.0,0,0,0,0,0,2025-06-20T07:31:48,1005191,0,"['Indie', 'Sports']"
truck-town-kids-and-toddlers-driving-game,Truck Town: Kids and Toddlers Driving Game,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:18:06,1005360,0,"['Casual', 'Racing', 'Simulation']"
dodgekill,DodgeKill,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:04:42,1005349,0,"['Casual', 'Indie', 'Action']"
xian-yan-sui-yu,衔言碎语,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:21:40,1005363,0,"['Casual', 'Indie']"
